id;model_identified_tags;1;2;3;4;5;6;7;8;9;10;11;12;predicted_classes
52904733325;barrel | basement | beam | ceiling | container | fill | room | shelf | stool | tank | winery;0;0;0;0;0;0;0;0;0;0;0;0;
9241659630;balustrade | city | city view | hill | hillside | mountain | sea | peak | rail | sky | valley;1;1;0;0;0;0;0;0;0;0;0;0;1,2
15187099604;bird | branch | brown | log | peak | perch | plant | pole | sit | stand | stump | tree | tree trunk;0;0;1;0;0;0;0;0;0;0;0;0;3
2123658330;blanket | cloud | cloudy | green | hill | hillside | loom | lush | mountain | peak | sky;1;0;0;0;0;0;0;0;0;0;0;0;1
52904796013;bicycle | bicycle helmet | biker | dirt track | person | man | mountain biker | oak tree | pose | race | stand | tree;0;0;0;0;0;0;0;0;0;0;0;0;
9238844135;brush | city | city view | grass | hill | hillside | mountain | peak | scenery | town | valley | vegetation | weed;0;1;0;0;0;0;0;0;0;0;0;0;2
33159805151;city | city view | hill | hillside | mountain | peak | sky;1;1;0;0;0;0;0;0;0;0;0;0;1,2
12707936924;apartment | building | city | football field | sky | tree;0;0;0;0;0;0;0;0;0;0;0;0;
9241666318;area | blow | brush | dry | grass | grow | hillside | plant | stone | vegetation | weed | wind;0;0;1;0;0;0;0;0;0;0;0;0;3
3527275536;blue | city | drop | hang | rain | sky | water | water drop;0;0;0;0;0;0;0;0;0;0;0;0;
52904744320;atv | couple | field | headlight | horizon | motorcycle | park | plain | sky | sun | sunset;0;0;0;0;0;0;0;0;0;0;0;0;
9238864119;bloom | flower | plant | sky | tree | white;0;0;1;0;0;0;0;0;0;0;0;0;3
3587529038;anchor | trumpet | image | reflect | reflection | sculpture | sky | sphere;0;0;0;0;0;0;0;0;0;0;0;0;
52903773612;ceiling | conservatory | fill | flower | path | garden | glass house | nursery | pink | plant | rose;0;0;1;0;0;0;0;0;0;0;0;0;3
9241659294;city | city view | hill | hillside | lush | mound | mountain | peak | sky;1;1;0;0;0;0;0;0;0;0;0;0;1,2
52903786107;bloom | field | flower | grow | sky | sunflower | sunflower field | yellow;0;0;1;0;0;0;0;0;0;0;0;0;3
52904360881;bee | bug | bumblebee | field | flower | insect | lavender | nectar | plant | pollen | purple;0;0;1;0;0;0;0;0;0;0;0;0;3
52904796523;hill | hillside | lush | mound | peak | tree;0;0;0;0;0;0;0;0;0;0;0;0;
26373338309;bird | blue | bluebird | creek | perch | plant | stone | sit | stand | stream | vegetation | water;0;0;1;0;0;0;0;0;0;0;0;0;3
52904360181;bee | field | flower | lavender | nectar | plant | pollen | purple;0;0;1;0;0;0;0;0;0;0;0;0;3
9241704688;green | pole | sign | signage | street sign | tree | writing;0;0;0;0;0;0;0;0;0;0;0;0;
7149172797;building | city | city skyline | city view | cloud | cloudy | loom | sky | urban;1;0;0;0;0;0;0;0;0;0;0;0;1
9241687652;green | ledge | plant;0;0;0;0;0;0;0;0;0;0;0;0;
9688161347;ant | beetle | black | bug | floor | leaf | grasshopper | green | greenery | hide | insect | nest | plant | stone | vegetation | wasp;0;0;1;0;0;0;0;0;0;0;0;0;3
15622233470;bird | branch | brown | limb | perch | sit | tree | tree branch | twig;0;0;1;0;0;0;0;0;0;0;0;0;3
3512329423;dirt track | trench | path | narrow | pipe | pole | ravine | stone | side | trail;0;0;0;0;0;0;0;0;0;0;0;0;
8177126760;black | blanket | hill | hillside | mountain | peak | photo | ridge | stone | rock formation | sky | stand | terrain | white;1;0;0;1;0;0;0;0;0;0;0;0;1,4
23268353633;beak | bird | branch | green | hummingbird | limb | perch | sit | tree | tree branch | twig;0;0;1;0;0;0;0;0;0;0;0;0;3
21500865219;floor | grass | person | lawn | lush | mat | meditation | park | practice | relax | sit | woman | yoga | yoga mat;1;0;0;0;1;0;0;1;0;0;0;0;1,5,8
52903773517;bicycle | bicycle helmet | biker | dirt field | dirt road | dirt track | fence | person | man | mountain biker | oak tree | pose | stand | tree;0;0;0;0;0;0;0;0;0;0;0;0;
52904517764;blanket | bottle | box | chocolate | truffle | container | table | display | fill | wine | package | plastic | ribbon | tray | wine bottle | wine glass;0;0;0;0;0;0;0;0;0;0;0;0;
5020671171;bird | building | city | city skyline | city view | cloudy | peak | perch | sit | sky | skyscraper | tree | urban;0;0;1;0;0;0;0;0;0;0;0;0;3
9238887117;brush | bush | flower | grass | grow | plant | vegetation | weed | wild | wildflower | yellow;0;0;1;0;0;0;0;0;0;0;0;0;3
